Customer_ID,Customer_Name,Birth_Date,Marital_Status,annual_income,Total_Children,Education_Level,Occupation,Home_Owner
BB1020,Kuldeep Kalan,1978-07-24,S,"8,85,037",0,Partial College,Skilled Manual,N
BB1021,Vikramjeet Sharma,1946-02-12,S,"23,94,519",0,Partial College,Clerical,Y
BB1022,Suraj Bhatia,1947-05-04,M,"9,27,535",4,High School,Skilled Manual,N
BB1023,Vishal Kapoor,1978-11-13,S,"33,39,787",0,Partial College,Skilled Manual,Y
BB1024,Lakshit Pandey,1978-08-11,M,"26,54,272",0,Partial College,Skilled Manual,N
BB1025,Aman Puri,1977-03-04,S,"17,14,547",0,Partial High School,Clerical,N
BB1026,Sonu Kumar,1977-10-14,S,"34,81,528",0,Partial High School,Clerical,Y
BB1027,Ashish Chanchal,1977-11-19,S,"18,19,939",0,Partial College,Skilled Manual,Y
BB1028,Baldev Raj,1977-04-11,M,"6,84,215",0,Partial College,Skilled Manual,Y
BB1029,Shiv Ram Neppu Rai,1977-06-05,M,"25,98,062",0,Partial College,Skilled Manual,N
BB1030,Anish Khan,1977-09-21,M,"20,14,764",0,Partial College,Skilled Manual,Y
BB1031,Tirlok Joshi,1977-06-22,S,"16,21,197",0,Partial College,Skilled Manual,N
BB1032,Viram Singh,1977-07-12,M,"10,15,945",3,Bachelors,Management,Y
BB1033,Lalit Arya,1976-11-26,S,"15,75,311",0,Partial College,Skilled Manual,Y
BB1034,Om Parkash Yadav,1949-06-13,M,"11,78,083",2,Partial High School,Clerical,Y
BB1035,Mhoomad Sakir,1949-02-27,M,"6,91,997",2,Partial High School,Clerical,Y
BB1036,Ajay Kalu,1950-10-15,S,"28,41,189",0,Partial College,Clerical,N
BB1037,Madhan Singh,1980-09-11,M,"7,27,215",0,Partial College,Skilled Manual,N
BB1038,Kali Charan Sain,1951-01-03,S,"32,67,795",0,High School,Skilled Manual,Y
BB1039,Mansur Malik,1951-10-22,S,"6,75,834",0,High School,Skilled Manual,N
BB1040,Nand Lal,1951-04-10,M,"22,10,258",3,High School,Skilled Manual,Y
BB1041,Manender Pratap,1980-11-05,S,"5,62,999",0,Partial College,Skilled Manual,Y
BB1042,Kanhiya Sukla,1979-09-10,M,"30,46,864",0,Partial College,Skilled Manual,Y
BB1043,Arvind Mali,1952-08-06,M,"21,22,167",2,Partial College,Skilled Manual,Y
BB1044,Manak Chand,1954-09-23,S,"20,61,637",0,Partial College,Skilled Manual,N
BB1045,Gopal Singh,1975-09-04,S,"27,05,169",0,High School,Skilled Manual,N
BB1046,Jagjiwan Ram,1975-08-17,M,"12,52,322",0,Partial College,Skilled Manual,Y
BB1047,Dhramender Singh,1975-04-05,S,"31,81,258",0,Partial College,Skilled Manual,Y
BB1048,Chandan Tivari,1974-09-03,S,"24,19,292",0,High School,Skilled Manual,Y
BB1049,Mohd Nihal,1973-08-12,S,"24,96,051",0,Partial College,Skilled Manual,N
BB1050,Mohan Singh Tyagi,1973-01-06,S,"32,05,310",0,Partial College,Professional,Y
BB1051,Bhushan Kumar,1973-04-07,S,"28,14,538",0,Partial College,Professional,N
BB1052,Shahrukh Khan,1973-07-03,S,"10,96,366",0,Partial College,Professional,N
BB1053,Sahid Hussain,1973-06-24,S,"7,71,907",0,Partial College,Professional,Y
BB1054,Suresh Kumar Jain,1976-11-28,S,"28,74,167",0,Partial College,Professional,N
BB1055,Naeem Khan,1956-02-17,S,"10,44,032",0,High School,Skilled Manual,N
BB1056,Not Available,1956-10-19,S,"10,76,772",0,High School,Skilled Manual,Y
BB1057,Azad Singh,1956-02-17,S,"17,25,184",0,High School,Skilled Manual,Y
BB1058,Narayan Dutt,1957-02-10,S,"10,69,661",0,High School,Professional,Y
BB1059,Mukesh Jat,1958-10-21,S,"34,40,406",0,Graduate Degree,Management,N
BB1060,Veer Singh Monu,1958-07-25,S,"14,85,904",0,Graduate Degree,Management,N
BB1061,Banty Babu,1973-11-16,S,"20,14,111",0,Bachelors,Management,N
BB1062,Vikash Kaka,1973-09-03,S,"5,75,123",0,Bachelors,Management,N
BB1063,Bal Kishan,1974-03-23,M,"3,58,124",0,Partial College,Professional,N
BB1064,Sabir Hussain,1974-02-03,S,"28,01,925",0,Partial College,Professional,N
BB1065,Muslim Shekh,1974-02-07,S,"23,54,953",0,Partial College,Professional,N
BB1066,Jagat Singh,1974-10-04,S,"31,95,846",0,High School,Professional,N
BB1067,Anuj Sharma,1959-05-26,S,"9,65,335",0,Bachelors,Management,N
BB1068,Kanta Prasad,1959-05-23,M,"12,80,705",0,Graduate Degree,Management,Y
BB1069,Aashik Ajiz,1966-10-22,M,"29,02,082",0,Graduate Degree,Management,Y
BB1070,Roop Singh,1957-05-08,M,"34,63,452",2,Partial High School,Skilled Manual,N
BB1071,Shree Ram,1957-12-18,S,"7,51,860",0,High School,Professional,N
BB1072,Puran Singh,1957-02-03,S,"33,13,834",0,High School,Professional,N
BB1073,Ravindra Singh,1957-04-04,S,"24,24,363",0,High School,Professional,Y
BB1074,Karan Singh,1957-02-27,M,"9,74,300",3,Partial College,Professional,Y
BB1075,Kunal Kumar,1957-06-06,M,"25,95,950",2,Bachelors,Management,Y
BB1076,Ragwender Sharma,1957-11-18,M,"25,63,525",2,Bachelors,Management,N
BB1077,Jai Kumar Gupta,1963-07-24,S,"22,62,650",0,Bachelors,Professional,Y
BB1078,Md Sahid,1967-11-27,M,"23,23,744",4,Bachelors,Professional,Y
BB1079,Ram Darshan,1962-08-20,S,"28,76,217",0,Partial College,Skilled Manual,Y
BB1080,Surat Singh,1962-03-28,S,"24,14,437",0,Partial College,Skilled Manual,Y
BB1081,Gurvinder Singh,1962-07-15,S,"6,03,431",0,Partial College,Skilled Manual,Y
BB1082,Dilshad Saifi,1962-08-10,M,"29,33,108",1,Bachelors,Professional,Y
BB1083,Babar Ali Khan,1961-06-13,S,"5,29,819",0,Partial College,Skilled Manual,Y
BB1084,Badri Narayan Yadav,1961-03-19,S,"13,27,531",0,Partial College,Skilled Manual,N
BB1085,Pawan Malhotra,1966-10-22,S,"8,97,998",0,Graduate Degree,Management,N
BB1086,Veepinchand Midas,1960-06-14,M,"14,41,225",1,Partial College,Skilled Manual,Y
BB1087,Sanjay Rana,1960-08-02,S,"30,00,344",0,Partial College,Skilled Manual,Y
BB1088,Pawan Gupta,1960-04-07,M,"31,36,231",1,Partial College,Skilled Manual,Y
BB1089,Deepak Sonu,1960-08-10,M,"15,26,702",1,Partial College,Skilled Manual,Y
BB1090,Rajeev Dutt,1960-06-05,M,"23,73,217",1,Partial College,Skilled Manual,Y
BB1091,Bachu Kak,1965-03-12,S,"21,86,212",0,Bachelors,Professional,N
BB1092,Kundan Kr,1965-07-06,S,"14,09,603",0,Bachelors,Professional,Y
BB1093,Puran Chand,1964-02-06,S,"23,23,296",0,Bachelors,Professional,Y
BB1094,Lalaram Kalu,1963-03-11,S,"12,58,487",0,Bachelors,Professional,Y
BB1095,Samser Khan,1963-12-20,S,"27,59,792",0,Bachelors,Professional,N
BB1096,Avadh Bihari,1962-07-17,M,"10,15,647",1,Partial College,Skilled Manual,Y
BB1097,Talib Kha,1962-03-16,M,"21,33,956",5,Partial College,Skilled Manual,Y
BB1098,Mahindra Kumar,1961-07-26,M,"8,14,906",1,Partial College,Skilled Manual,Y
BB1099,Chander Mohan,1961-08-22,M,"30,69,154",5,Partial College,Skilled Manual,Y
BB1100,Mohd Sahil,1957-08-03,S,"8,15,495",0,Partial College,Skilled Manual,Y
BB1101,Mohmmd Shahid,1957-02-26,M,"18,77,100",1,Partial College,Skilled Manual,Y
BB1102,Mayur Bhatia,1935-02-17,S,"24,39,582",0,Partial College,Clerical,N
BB1103,Virender Verma Bindu,1960-10-22,M,"23,55,104",3,Partial College,Skilled Manual,N
BB1104,Deepak Sharma,1953-03-07,S,"28,97,012",0,Partial College,Clerical,Y
BB1105,Hasan Shekh,1949-02-09,M,"9,45,694",2,High School,Skilled Manual,Y
BB1106,Suryanath Pal,1976-07-09,S,"21,06,712",0,High School,Skilled Manual,N
BB1107,Tarun Kuamr,1975-12-13,S,"13,55,091",0,High School,Skilled Manual,N
BB1108,Ashwani Saluja,1976-10-27,M,"6,22,166",0,High School,Skilled Manual,Y
BB1109,Nittin Rana,1980-08-02,M,"15,06,042",0,High School,Skilled Manual,Y
BB1110,Umesh Yadav,1980-11-13,S,"12,22,151",0,High School,Skilled Manual,N
BB1111,Chotu Sahil,1979-09-14,M,"23,75,012",0,High School,Skilled Manual,Y
BB1112,Sanjay Kumar,1946-02-13,S,"14,23,394",0,High School,Skilled Manual,N
BB1113,Sat Pal,1980-11-22,S,"18,10,706",0,High School,Skilled Manual,Y
BB1114,Chandan Kumar Yadav,1978-07-08,S,"19,18,189",0,Partial High School,Clerical,N
BB1115,Kamal Singh,1978-06-26,S,"14,79,950",0,High School,Skilled Manual,Y
BB1116,Sehzada Iqwal,1978-06-18,M,"22,60,076",0,High School,Skilled Manual,Y
BB1117,Rahul Sisodiya,1978-07-17,M,"6,13,424",0,High School,Skilled Manual,N
BB1118,Ashutosh Sharma,1978-10-26,M,"17,54,589",0,High School,Skilled Manual,Y
BB1119,Shiv Kant,1977-11-11,S,"17,61,930",0,Partial High School,Clerical,N
BB1120,Gurmeet Singh,1977-10-16,M,"30,83,086",0,Partial High School,Clerical,N
BB1121,Sardar Gurmeet Singh Chauhan,1977-02-05,S,"34,06,081",0,High School,Skilled Manual,Y
BB1122,Raja Ravidas,1979-10-19,S,"29,12,238",0,Partial High School,Clerical,N
BB1123,Amuchla Barman,1979-05-26,S,"30,54,805",0,Partial High School,Clerical,N
BB1124,Rajesh Mishra,1979-05-02,S,"3,16,204",0,High School,Skilled Manual,N
BB1125,Chhedilal Chaursiya,1941-03-14,M,"26,57,409",2,Bachelors,Management,Y
BB1126,Ashu Satender,1941-06-22,M,"4,99,734",2,Bachelors,Management,N
BB1127,Pradeep Kumar,1941-02-06,M,"32,93,022",2,Bachelors,Management,Y
BB1128,Dinesh Pareek,1943-09-14,S,"17,35,552",0,Bachelors,Management,Y
BB1129,Sahab Ram,1943-08-10,S,"20,27,197",0,Bachelors,Management,Y
BB1130,Sandeep Kumar Messi,1943-02-13,M,"13,58,131",2,Graduate Degree,Management,Y
BB1131,Sardar Kawaljeet Singh,1976-08-18,M,"20,32,619",0,Partial College,Skilled Manual,Y
BB1132,Udaiy Kumar,1975-06-07,M,"29,46,241",0,High School,Skilled Manual,Y
BB1133,Ram Avtar,1975-09-27,M,"17,90,581",0,High School,Skilled Manual,Y
BB1134,Amrit Singh,1974-09-21,M,"17,59,408",0,Partial College,Skilled Manual,Y
BB1135,Shyam Sharma,1974-05-27,S,"15,69,355",0,Partial College,Skilled Manual,Y
BB1136,Ajay Singh,1974-06-25,S,"31,38,605",0,Partial College,Skilled Manual,N
BB1137,Vijay Kapoor,1974-07-18,S,"2,83,214",0,Partial College,Skilled Manual,N
BB1138,Satya Parkash,1974-03-25,S,"29,09,527",0,Partial College,Skilled Manual,N
BB1139,Ravi Golu,1972-05-19,S,"31,31,616",0,Partial College,Skilled Manual,Y
BB1140,Iqbal Hussain,1968-04-11,S,"3,05,167",0,Bachelors,Management,Y
BB1141,Harsh Prince,1967-09-14,S,"6,16,204",0,Graduate Degree,Management,N
BB1142,Sher Hasan,1967-09-24,S,"4,39,717",0,Bachelors,Management,N
BB1143,Mohit Parsad Uniyal,1967-05-27,S,"16,00,189",0,Bachelors,Management,N
BB1144,Jawhar Lal,1967-05-15,S,"15,03,577",0,Graduate Degree,Management,Y
BB1145,Tulshi Ram,1968-06-04,M,"7,18,368",4,Bachelors,Management,Y
BB1146,Parveen Kumar,1968-11-20,M,"27,80,559",4,Bachelors,Management,N
BB1147,Deen Mohammad,1942-06-15,M,"21,36,701",2,Graduate Degree,Management,Y
BB1148,Amit Pande,1943-03-15,M,"9,48,827",2,Graduate Degree,Management,Y
BB1149,Amreek Singh,1943-07-03,M,"30,34,673",2,Bachelors,Management,Y
BB1150,Naresh Kumar,1943-06-02,M,"32,72,126",2,Bachelors,Management,Y
BB1151,Manjeet Singh,1943-04-16,S,"24,11,993",0,Graduate Degree,Management,N
BB1152,Bhupender Kumar,1943-05-09,M,"18,51,307",1,Bachelors,Management,Y
BB1153,Harish Chand Dua,1944-06-04,M,"26,20,009",4,Bachelors,Management,Y
BB1154,Druga Lal,1944-09-08,M,"12,74,819",4,Bachelors,Management,Y
BB1155,Istyara Ali,1944-10-09,S,"23,54,753",0,Bachelors,Management,Y
BB1156,Ramesh Megwal,1944-07-03,M,"18,28,575",4,Bachelors,Management,Y
BB1157,Ghanshyam Balmiki,1944-08-12,M,"30,52,560",4,Bachelors,Management,Y
BB1158,Shyad Furkahn Hussain,1944-11-14,S,"34,72,926",0,Bachelors,Management,Y
BB1159,Ram Siroman,1944-05-22,S,"25,32,077",0,Bachelors,Management,Y
BB1160,Satish Chawla,1944-11-01,M,"8,84,546",4,Bachelors,Management,N
BB1161,Naresh Paswan,1944-09-03,M,"9,32,761",4,Bachelors,Management,Y
BB1162,Manish Lamba,1944-04-02,M,"19,63,806",4,Bachelors,Management,Y
BB1163,Sanjay Tyagi,1944-08-24,M,"15,36,051",4,Bachelors,Management,Y
BB1164,Dev Chopra,1944-08-23,M,"6,23,138",4,Bachelors,Management,Y
BB1165,Aashis Kumar,1944-10-27,S,"27,79,621",0,Bachelors,Management,Y
BB1166,Mohd Umar,1944-06-26,S,"28,87,253",0,Bachelors,Management,Y
BB1167,Khushal Singh,1944-02-26,M,"33,30,146",5,Bachelors,Management,Y
BB1168,Amart Mewada,1945-03-21,S,"16,96,727",0,Bachelors,Management,Y
BB1169,Sidhrath Kumar,1945-02-18,M,"2,70,054",4,Bachelors,Management,Y
BB1170,Jat Ram,1945-10-13,M,"3,27,504",4,Bachelors,Management,N
BB1171,Chander Mehto,1946-06-09,S,"27,26,677",0,Bachelors,Management,Y
BB1172,Netram Yadav,1946-06-05,S,"7,11,449",0,Bachelors,Management,Y
BB1173,Shyam Lal,1946-10-12,M,"26,16,395",5,Bachelors,Management,Y
BB1174,Bajrangi Lal Kasyap,1946-02-28,M,"10,00,291",4,Bachelors,Management,Y
BB1175,Mohd Ali Chanki,1947-08-07,M,"5,33,767",5,Bachelors,Management,N
BB1176,Nazir Ali,1947-12-25,M,"26,31,343",2,Bachelors,Management,Y
BB1177,Sudhir Gupta,1947-08-13,S,"32,51,733",0,Bachelors,Management,Y
BB1178,Akram Hussain,1947-07-14,S,"11,83,103",0,Bachelors,Management,Y
BB1179,Trilok Agrawal,1947-07-22,S,"32,16,541",0,Bachelors,Management,Y
BB1180,Prafhool Pandey,1947-10-24,M,"16,70,401",4,Bachelors,Management,Y
BB1181,Rajiv Kumar,1948-07-05,M,"4,21,574",2,High School,Professional,Y
BB1182,Mohd Jaid,1948-11-12,M,"11,47,036",2,High School,Professional,Y
BB1183,Shish Pal,1948-02-09,M,"3,13,218",2,High School,Professional,Y
BB1184,Jai Ram Tiwari,1948-11-08,M,"26,90,306",2,Partial College,Professional,Y
BB1185,Kesha Sharma,1948-09-19,M,"19,52,445",2,Bachelors,Management,Y
BB1186,Rajeev Kumal,1948-02-25,M,"24,00,333",2,Bachelors,Management,Y
BB1187,Ghanshyam Sunder,1948-02-27,M,"11,53,916",2,Bachelors,Management,N
BB1188,Lucki Anand,1949-11-13,S,"11,85,054",0,Partial College,Professional,Y
BB1189,Rahul Bhaskar,1949-10-25,S,"14,00,044",0,Partial College,Professional,Y
BB1190,Jasvinder Kaur Roji,1949-11-18,S,"29,53,035",0,Partial College,Professional,N
BB1191,Neeraj Bhatt,1949-04-24,S,"2,82,290",0,Bachelors,Management,Y
BB1192,Dinesh Chauhan,1949-04-24,S,"17,98,417",0,Partial College,Professional,Y
BB1193,Rajeev Kumar Raju,1949-06-04,M,"21,20,698",4,Partial College,Professional,Y
BB1194,Mohan Ram,1949-10-12,M,"30,43,809",4,Partial College,Professional,Y
BB1195,Mukesh Goyal,1949-01-11,M,"28,37,777",4,Partial College,Professional,Y
BB1196,Paramjeet Singh,1949-05-16,S,"21,07,736",0,Partial College,Professional,Y
BB1197,Khalid Ali,1950-06-08,M,"6,54,572",2,Partial High School,Skilled Manual,Y
BB1198,Gaurav Sukla,1950-08-15,M,"30,17,226",2,Partial High School,Skilled Manual,Y
BB1199,Bharat Singh,1950-02-23,M,"28,21,921",2,Partial College,Professional,Y
BB1200,Bhabhav Uniyal,1950-03-20,S,"8,32,551",0,Partial College,Professional,Y
BB1201,Ved Raj,1950-02-03,M,"17,70,088",2,Partial College,Professional,Y
BB1202,Mohd Suhail,1950-08-04,M,"4,45,413",2,Partial College,Professional,Y
BB1203,Rocky Mehto,1950-06-09,M,"6,63,220",4,Partial College,Professional,Y
BB1204,Nar Singh Thakur,1951-08-23,M,"8,29,571",2,High School,Professional,Y
BB1205,Kawaljeet Rahul,1951-11-07,M,"32,46,323",2,High School,Professional,Y
BB1206,Farku Pujar,1951-02-08,S,"26,27,231",0,High School,Professional,Y
BB1207,Nitin Nishu,1951-02-22,S,"7,12,909",0,High School,Professional,Y
BB1208,Mahender Chaudhary,1951-08-03,M,"4,95,296",2,Partial College,Professional,Y
BB1209,Md Irfhan,1951-01-27,M,"5,68,647",2,Partial College,Professional,Y
BB1210,Mohd Anwar-Ul-Haq,1951-06-01,M,"7,77,791",2,Partial College,Professional,N
BB1211,Sanjay Saini,1952-07-11,M,"23,74,223",3,High School,Professional,Y
BB1212,Hukam Chand,1952-09-25,S,"28,15,421",0,High School,Professional,Y
BB1213,Dhruv Kumar,1952-12-18,M,"7,28,607",4,Partial College,Professional,Y
BB1214,Trilok Chand,1958-06-14,M,"12,18,329",2,Bachelors,Management,Y
BB1215,Dirgaj Singh,1957-02-08,S,"25,46,756",0,Partial College,Professional,Y
BB1216,Magat Ram,1957-01-12,M,"17,97,681",2,Partial College,Professional,Y
BB1217,Aanad Sharma,1957-11-18,M,"6,45,087",2,High School,Professional,Y
BB1218,Charanjeet Singh,1956-12-14,M,"34,36,203",2,Partial College,Professional,Y
BB1219,Aaditya Yadav,1956-12-16,M,"4,15,727",3,High School,Professional,Y
BB1220,Mohd Raja,1956-09-21,M,"9,30,184",3,High School,Professional,Y
BB1221,Zeshan Akhtar,1956-08-12,S,"8,10,110",0,High School,Professional,Y
BB1222,Ram Dass,1955-10-17,M,"4,68,316",2,High School,Professional,N
BB1223,Arjun Giri,1955-11-19,M,"11,77,575",3,Partial College,Professional,Y
BB1224,Pinki Gupta,1955-12-26,M,"33,66,497",3,Partial College,Professional,Y
BB1225,Goutam Bhora,1955-09-23,M,"13,25,722",3,High School,Professional,Y
BB1226,Yogender Kumar Gupta,1957-04-11,M,"13,84,568",2,Partial College,Professional,Y
BB1227,Jai Parkash,1932-11-08,M,"27,73,881",4,High School,Professional,N
BB1228,Moh Farman,1932-11-04,M,"12,22,232",3,Graduate Degree,Management,Y
BB1229,Vipin Pandey,1933-11-26,M,"19,84,775",3,Graduate Degree,Management,Y
BB1230,Sumit Singh,1933-03-15,M,"14,33,750",4,Graduate Degree,Management,Y
BB1231,Sai Das,1965-03-11,S,"10,70,026",0,Partial College,Professional,N
BB1232,Bal Kishan Sonu,1965-09-20,S,"16,39,808",0,Partial College,Professional,Y
BB1233,Prem Shaksana,1965-01-06,S,"27,50,246",0,Bachelors,Management,Y
BB1234,Jagdish Kalra,1965-11-13,M,"18,16,477",4,Bachelors,Management,Y
BB1235,Raju Kuswha,1965-11-10,M,"6,59,274",4,Partial College,Professional,Y
BB1236,Hare Krishana Mishra,1965-10-04,M,"22,87,049",4,Partial College,Professional,Y
BB1237,Pankaj Gupta,1965-07-14,S,"33,01,112",0,Bachelors,Management,N
BB1238,Ashok Kumar Sani,1964-12-28,M,"3,54,469",4,Bachelors,Management,Y
BB1239,Munna Sanover,1964-12-06,S,"26,40,024",0,Partial College,Professional,Y
BB1240,Devi Ram,1964-06-24,M,"23,42,264",5,Partial College,Professional,Y
BB1241,Vipul Sharma,1964-08-12,M,"20,80,186",2,Graduate Degree,Management,Y
BB1242,Abhiraj Yadav,1964-05-12,M,"19,78,994",2,Bachelors,Management,Y
BB1243,Irsad Khan,1964-03-26,M,"22,48,761",2,Bachelors,Management,Y
BB1244,Pramod Mehto,1956-09-15,S,"23,48,954",0,Partial College,Professional,Y
BB1245,Irfan Bhola,1956-07-24,S,"5,62,253",0,Partial College,Professional,Y
BB1246,Mohd Shakeeb,1956-10-15,S,"19,27,755",0,Partial College,Professional,Y
BB1247,Basant Joshi,1934-01-12,M,"9,98,588",4,Graduate Degree,Management,Y
BB1248,Kailesh Chand,1934-09-22,M,"2,93,164",1,Graduate Degree,Management,Y
BB1249,Eldro Korea Kose,1963-04-24,M,"32,66,094",4,Partial College,Professional,Y
BB1250,Kirti Thakur,1963-11-14,M,"29,32,037",4,Partial College,Professional,Y
BB1251,Arjun Singh Shubham,1963-11-24,S,"26,94,607",0,Partial College,Professional,Y
BB1252,Gulab Singh,1963-03-08,M,"18,29,264",5,Partial College,Professional,Y
BB1253,Abhay Jiddi,1963-12-20,S,"2,97,513",0,Partial College,Professional,Y
BB1254,Ruplal Kumwat,1963-09-05,S,"32,21,474",0,Bachelors,Management,N
BB1255,Ravi Choudhary,1963-04-13,M,"29,82,327",3,Bachelors,Management,Y
BB1256,Subhash Raoji Deyo,1962-06-12,M,"21,49,517",5,Partial College,Professional,Y
BB1257,Sunder Singh,1962-03-14,M,"13,77,272",5,Partial College,Professional,Y
BB1258,Manish Kumar Montu,1962-09-21,S,"5,23,013",0,Partial College,Professional,Y
BB1259,Patric Meter,1961-02-09,M,"17,71,416",5,Partial College,Professional,Y
BB1260,Devinder Pal,1961-11-16,S,"11,67,514",0,High School,Professional,Y
BB1261,Balram Gupta,1961-01-07,M,"26,07,499",1,Bachelors,Management,N
BB1262,Anuj Gupta,1961-02-03,S,"34,85,694",0,Bachelors,Management,N
BB1263,Mohd Nawab,1961-03-05,S,"34,75,433",0,Bachelors,Management,N
BB1264,Rakshit Ghai,1961-09-12,M,"9,23,442",1,Bachelors,Management,Y
BB1265,Deepak Garg,1961-05-07,M,"17,79,323",1,Graduate Degree,Management,N
BB1266,Rahul Mishra,1955-09-13,S,"14,95,453",0,High School,Professional,N
BB1267,Shambu Gujar,1955-11-16,S,"17,68,078",0,High School,Professional,N
BB1268,Bahart Singh,1955-03-27,S,"15,62,476",0,High School,Professional,Y
BB1269,Mahesh Kumar,1954-05-11,M,"29,20,202",2,Partial High School,Skilled Manual,Y
BB1270,Dipu Sharma,1935-10-10,S,"34,79,768",0,Graduate Degree,Management,Y
BB1271,Devasish Chakarwarti,1936-09-17,S,"20,26,570",0,Graduate Degree,Management,Y
BB1272,Gourav Batra,1936-08-21,M,"20,89,052",2,Graduate Degree,Management,Y
BB1273,Bunty Chandan,1960-12-07,M,"5,02,642",5,High School,Professional,Y
BB1274,Mahender Singh,1960-10-26,M,"17,00,828",5,Partial College,Professional,Y
BB1275,Charnjeet Singh,1960-12-08,M,"24,45,987",3,Partial College,Professional,Y
BB1276,Vishal Deepak,1960-07-27,S,"33,97,009",0,Partial College,Professional,Y
BB1277,Vicky Verma,1960-05-12,S,"26,20,735",0,Partial College,Professional,N
BB1278,Budhan Paswan,1960-07-22,M,"27,07,262",0,Partial College,Professional,Y
BB1279,Ishwar Singh,1960-05-23,S,"27,07,511",0,Partial College,Professional,Y
BB1280,Bhagat Singh,1960-02-19,M,"22,11,279",4,Bachelors,Management,Y
BB1281,Nirmal Adhikari,1960-12-17,S,"30,56,799",0,Graduate Degree,Management,N
BB1282,Gobind Hazra,1954-04-10,M,"30,55,383",2,Partial High School,Skilled Manual,Y
BB1283,Mohamad Sajid,1954-11-26,S,"32,59,693",0,Partial High School,Skilled Manual,N
BB1284,Javed Chota,1954-02-04,S,"5,02,517",0,High School,Professional,Y
BB1285,Kundan Chohan,1953-07-17,S,"8,02,336",0,Graduate Degree,Management,Y
BB1286,Ravi Kumar Soni,1953-11-24,S,"34,40,592",0,Graduate Degree,Management,Y
BB1287,Narayan Singh,1953-09-07,S,"22,28,369",0,Graduate Degree,Management,Y
BB1288,Sunny Koli,1953-01-15,M,"7,24,161",3,Graduate Degree,Management,N
BB1289,Nitesh Kumar,1953-02-14,M,"28,76,559",3,Graduate Degree,Management,Y
BB1290,Vikky Miglani,1952-05-08,S,"25,35,076",0,Partial College,Professional,N
BB1291,Md Sokat,1937-07-23,M,"23,10,413",4,Graduate Degree,Management,Y
BB1292,Mohd Noman,1938-08-06,M,"22,56,007",2,Graduate Degree,Management,Y
BB1293,Man Mohan Aggarwal,1938-05-25,M,"33,06,094",2,Graduate Degree,Management,Y
BB1294,Brij Mohan,1938-03-06,M,"13,00,595",2,Graduate Degree,Management,Y
BB1295,Bhram Singh,1938-02-02,M,"30,97,944",2,Graduate Degree,Management,Y
BB1296,Chander Pal,1938-10-02,S,"5,10,870",0,Bachelors,Management,N
BB1297,Mahesh Meena,1939-04-12,M,"16,43,564",5,Bachelors,Management,Y
BB1298,Santosh Singh,1940-06-20,S,"17,16,554",0,Bachelors,Management,Y
BB1299,Dinesh Jain,1940-02-19,M,"30,63,790",2,Bachelors,Management,Y
BB1300,Khalil Maziz,1940-06-26,M,"27,93,127",2,Bachelors,Management,Y
BB1301,Sanjay Mashi,1978-09-25,M,"20,36,125",0,Graduate Degree,Manual,N
BB1302,Manoj Bansal,1974-02-27,M,"5,16,846",0,Graduate Degree,Manual,Y
BB1303,Sanjeev Kumar,1969-05-19,M,"34,65,203",0,Graduate Degree,Manual,Y
BB1304,Bhagat Ram,1963-02-02,M,"16,52,308",1,Graduate Degree,Manual,Y
BB1305,Jai Ram Kir,1962-09-20,M,"32,59,706",1,Graduate Degree,Manual,Y
BB1306,Ram Saveroop,1962-12-14,M,"30,11,647",1,Graduate Degree,Clerical,Y
BB1307,Dwarika Lal,1962-04-02,M,"27,18,851",1,Graduate Degree,Clerical,Y
BB1308,Jai Kumar,1961-07-03,M,"19,28,358",1,Bachelors,Manual,Y
BB1309,Tinku Kumar Avinash Gupta,1961-11-26,M,"20,20,250",1,Bachelors,Manual,Y
BB1310,Mohd Nadeem,1961-04-14,M,"8,44,692",1,Bachelors,Manual,Y
BB1311,Mohd Asif,1961-01-16,M,"13,28,629",1,Bachelors,Manual,Y
BB1312,Hansraj Meena,1961-01-09,M,"25,82,845",1,Graduate Degree,Clerical,Y
BB1313,Jamil Ahmed,1961-03-20,M,"27,71,987",1,Graduate Degree,Clerical,Y
BB1314,Salesh Girsa,1961-02-19,M,"24,90,152",1,Graduate Degree,Clerical,Y
BB1315,Shulal Gujar,1935-09-18,M,"25,10,279",1,Graduate Degree,Clerical,Y
BB1316,Jaykumar Sindu,1958-11-02,M,"17,28,926",1,Graduate Degree,Clerical,Y
BB1317,Rajkumar Bhil,1957-04-10,M,"13,46,168",1,Bachelors,Clerical,Y
BB1318,Rakesh Gupta,1957-08-11,M,"12,02,186",1,Partial College,Manual,Y
BB1319,Kapil Sahani,1956-11-17,M,"14,80,889",2,Partial College,Manual,Y
BB1320,Surender Singh Rathore,1956-02-12,M,"28,24,817",2,Partial College,Manual,Y
BB1321,Sidarth Sharma,1955-03-19,S,"7,37,538",0,Partial College,Manual,Y
BB1322,Vicky Khan,1955-04-14,S,"30,72,160",0,Partial College,Manual,Y
BB1323,Satyanarayan Soni,1955-05-09,M,"29,39,215",2,Partial College,Manual,Y
BB1324,Gulam Sakhar,1954-02-25,M,"24,24,322",2,Partial College,Manual,Y
BB1325,Parmo Kumar Jain,1938-05-26,M,"32,95,667",1,Graduate Degree,Clerical,Y
BB1326,Bahrat Panday,1941-06-06,M,"11,15,625",1,Partial College,Manual,Y
BB1327,Ebane Ali,1941-05-11,M,"34,97,345",1,Partial College,Manual,Y
